epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,1768.16,1.23885,0.85226,1.39738,0.00271,0.5,0.00186,0.00119,1.69962,5786.68,2.28094,0.00136635,0.00136635,0.00136635
20,1860.99,1.11407,0.87392,1.34759,0.00711,1,0.00712,0.00335,1.77981,3926.64,2.10545,0.0014314,0.0014314,0.0014314
21,1952.22,1.21055,0.90961,1.34138,0.00711,1,0.00712,0.00335,4.42717,879109,2486.95,0.00149566,0.00149566,0.00149566
22,2047.44,1.69014,0.97363,1.68005,0.00711,1,0.00712,0.00335,4.64737,101.317,121.646,0.00155913,0.00155913,0.00155913
23,2144.6,1.40012,0.85995,1.6007,0.00711,1,0.00712,0.00335,5.34486,2162.88,430.184,0.0016218,0.0016218,0.0016218
24,2242.73,1.43821,0.96257,1.54182,0.00711,1,0.00712,0.00335,4.58814,47738.6,886.119,0.00168368,0.00168368,0.00168368
25,2341.81,1.23796,0.8091,1.37969,0.00711,1,0.00712,0.00335,4.60599,46701.7,344.776,0.00174478,0.00174478,0.00174478
26,2440.95,1.03868,0.80064,1.26944,0.00711,1,0.00712,0.00335,4.65151,2225.02,50.2975,0.0017525,0.0017525,0.0017525
27,2539.98,1.20902,1.37214,1.40309,0.0013,0.33333,0.0011,0.00046,3.17492,16994.4,12.5958,0.0017426,0.0017426,0.0017426
28,2640.03,1.26426,0.83982,1.35986,0.0013,0.33333,0.0011,0.00046,3.70911,26224.5,7.37926,0.0017327,0.0017327,0.0017327
29,2741.13,1.33442,1.20905,1.50889,0.00258,0.5,0.00184,0.00059,3.50178,4392.32,36.8705,0.0017228,0.0017228,0.0017228
30,2838.88,1.2056,0.70896,1.40081,0.00258,0.5,0.00184,0.00059,4.18204,8634.24,9.43139,0.0017129,0.0017129,0.0017129
31,2937.29,1.30915,0.89942,1.50421,0.00258,0.5,0.00184,0.00059,3.73637,76.0871,10.5457,0.001703,0.001703,0.001703
32,3035.38,1.20026,0.79235,1.37036,0.00258,0.5,0.00184,0.00059,0,421.095,0,0.0016931,0.0016931,0.0016931
33,3132.03,1.23075,0.78107,1.44509,0.00258,0.5,0.00184,0.00059,0,393.525,0,0.0016832,0.0016832,0.0016832
34,3225.38,1.24362,0.72617,1.38001,0.00258,0.5,0.00184,0.00059,0,484.447,0,0.0016733,0.0016733,0.0016733
35,3321.52,1.12663,0.80836,1.32824,0.00258,0.5,0.00184,0.00059,0,1524.07,0,0.0016634,0.0016634,0.0016634
36,3416.84,0.91604,0.6014,1.16022,0.00258,0.5,0.00184,0.00059,3.12598,251.212,23.3286,0.0016535,0.0016535,0.0016535
37,3512.4,1.01817,0.60512,1.25406,0.00258,0.5,0.00184,0.00059,3.2258,10.5564,9.13806,0.0016436,0.0016436,0.0016436
38,3608.74,1.00815,0.62431,1.27929,0.00111,0.33333,0.00123,0.00054,3.13281,4.87888,3.86751,0.0016337,0.0016337,0.0016337
39,3709.26,1.04998,0.64682,1.23701,0.87236,0.66667,0.74778,0.4309,1.36002,2.15349,1.54677,0.0016238,0.0016238,0.0016238
40,3805.21,1.07929,0.7349,1.34023,0.99434,1,0.995,0.64611,1.26231,0.82659,1.6085,0.0016139,0.0016139,0.0016139
41,3901.38,1.17014,0.74624,1.33568,0.94698,0.83333,0.97214,0.48092,1.55072,1.18312,1.674,0.001604,0.001604,0.001604
42,3998.44,0.88672,0.64003,1.19178,0.84111,0.88774,0.97214,0.43494,1.74402,1.26566,1.88036,0.0015941,0.0015941,0.0015941
43,4096.14,0.98312,0.6302,1.19103,0.96903,1,0.995,0.60615,1.48945,1.02326,1.73399,0.0015842,0.0015842,0.0015842
44,4191.35,0.93896,0.57914,1.18791,0.713,1,0.83,0.29212,2.37585,4.47777,2.4567,0.0015743,0.0015743,0.0015743
45,4289.64,1.01984,0.61858,1.27788,0.96792,1,0.995,0.58839,1.6769,2.59336,1.92178,0.0015644,0.0015644,0.0015644
46,4383.39,0.86603,0.58745,1.17794,0.98504,1,0.995,0.63269,1.39452,1.04957,1.82566,0.0015545,0.0015545,0.0015545
47,4476.65,1.02423,0.60487,1.19118,0.96777,1,0.995,0.54739,1.5234,1.29089,1.78546,0.0015446,0.0015446,0.0015446
48,4567.87,0.96051,0.59855,1.24776,0.78932,1,0.94786,0.46314,1.73278,1.76338,1.85084,0.0015347,0.0015347,0.0015347
49,4657.9,1.03753,0.65199,1.28872,0.97849,1,0.995,0.6808,1.26921,1.02074,1.49743,0.0015248,0.0015248,0.0015248
50,4747.83,0.89297,0.5721,1.18256,0.92499,1,0.995,0.7301,1.14363,0.77161,1.44308,0.0015149,0.0015149,0.0015149
51,4843.75,0.97209,0.61248,1.25786,0.96121,1,0.995,0.71879,1.19243,0.66952,1.43743,0.001505,0.001505,0.001505
52,4937.89,0.86901,0.47633,1.12808,0.98494,1,0.995,0.6718,1.4798,0.72114,1.60021,0.0014951,0.0014951,0.0014951
53,5027.35,1.07783,0.6083,1.20333,0.97533,1,0.995,0.68114,1.43928,0.67887,1.56421,0.0014852,0.0014852,0.0014852
54,5122.83,0.95609,0.50353,1.1795,0.8476,1,0.94786,0.62519,1.19429,0.76812,1.5093,0.0014753,0.0014753,0.0014753
55,5221.11,0.9601,0.66034,1.19063,0.85472,1,0.92357,0.5917,1.23561,0.82971,1.54722,0.0014654,0.0014654,0.0014654
56,5316.74,1.06691,0.68414,1.27223,0.74822,0.99168,0.87167,0.60919,1.22623,0.9192,1.42488,0.0014555,0.0014555,0.0014555
57,5411.02,0.92956,0.63256,1.17291,0.57152,0.23819,0.34466,0.17233,2.69071,3.47312,2.16032,0.0014456,0.0014456,0.0014456
58,5507.32,1.01156,0.60773,1.26361,0.57152,0.23819,0.34466,0.17233,2.60588,7.24383,3.22841,0.0014357,0.0014357,0.0014357
59,5597.53,0.93228,0.60886,1.21792,0.57152,0.23819,0.34466,0.17233,2.76246,8.0134,3.36196,0.0014258,0.0014258,0.0014258
60,5687.76,0.96106,0.61045,1.19768,0.20085,0.16667,0.16891,0.08445,3.11842,4.45333,3.17837,0.0014159,0.0014159,0.0014159
61,5776.99,0.93605,0.63173,1.17923,0.00271,0.33333,0.05923,0.01206,3.61752,3.93912,3.40346,0.001406,0.001406,0.001406
62,5863.25,0.82433,0.53607,1.08968,0.71375,0.16667,0.22206,0.0314,3.56493,3.21816,3.74662,0.0013961,0.0013961,0.0013961
63,5955.06,0.91042,0.54419,1.16155,0.52871,0.5,0.29743,0.05068,3.99114,3.89849,3.83551,0.0013862,0.0013862,0.0013862
64,6046,0.93253,0.54261,1.13974,0.38877,0.33333,0.16787,0.03919,3.78066,3.94575,3.35747,0.0013763,0.0013763,0.0013763
65,6140.13,0.83726,0.5651,1.18622,0.84402,0.33333,0.34646,0.12691,2.96734,2.02243,2.70707,0.0013664,0.0013664,0.0013664
66,6230.88,1.00456,0.56911,1.23733,0.95033,0.33333,0.42512,0.18526,2.66511,1.30787,2.3949,0.0013565,0.0013565,0.0013565
67,6319.39,1.09094,0.57815,1.24825,0.94855,0.33333,0.51887,0.18236,2.86737,1.19562,2.57136,0.0013466,0.0013466,0.0013466
68,6409.95,0.87528,0.47808,1.18853,0.37977,0.81759,0.5528,0.20597,2.69869,1.10986,2.4687,0.0013367,0.0013367,0.0013367
69,6501.56,0.86564,0.508,1.13442,0.47647,0.5,0.48171,0.25686,2.19349,0.95016,1.96352,0.0013268,0.0013268,0.0013268
70,6592.66,0.74743,0.48604,1.09371,0.71654,1,0.92667,0.45704,1.58079,0.77198,1.68588,0.0013169,0.0013169,0.0013169
71,6682.56,0.93154,0.48819,1.12653,1,0.98844,0.995,0.52709,1.4637,0.70558,1.63512,0.001307,0.001307,0.001307
72,6778.46,0.91431,0.51695,1.15106,0.96094,1,0.995,0.56144,1.46102,0.66844,1.59394,0.0012971,0.0012971,0.0012971
73,6873.07,0.82238,0.58054,1.13529,0.98006,1,0.995,0.59857,1.53916,0.62095,1.64621,0.0012872,0.0012872,0.0012872
74,6966.13,0.8322,0.54435,1.09036,0.98981,1,0.995,0.65367,1.36239,0.56032,1.51249,0.0012773,0.0012773,0.0012773
75,7060.82,0.79586,0.49711,1.06158,1,0.98365,0.995,0.70779,1.26639,0.59583,1.44658,0.0012674,0.0012674,0.0012674
76,7157.11,0.85805,0.55696,1.075,1,0.99221,0.995,0.6189,1.44441,0.65164,1.58644,0.0012575,0.0012575,0.0012575
77,7258.24,0.76993,0.50501,1.07925,0.99947,1,0.995,0.58543,1.58524,0.65878,1.70918,0.0012476,0.0012476,0.0012476
78,7351.07,0.74526,0.46377,1.04559,0.99236,1,0.995,0.61123,1.46161,0.61562,1.7005,0.0012377,0.0012377,0.0012377
79,7439.83,0.79212,0.48972,1.10904,0.99126,1,0.995,0.66143,1.35344,0.63664,1.71752,0.0012278,0.0012278,0.0012278
80,7528.2,0.75414,0.50829,1.01049,0.99119,1,0.995,0.66838,1.31226,0.57591,1.69935,0.0012179,0.0012179,0.0012179
81,7618.18,0.72656,0.50404,1.048,0.99185,1,0.995,0.65623,1.25664,0.5171,1.58183,0.001208,0.001208,0.001208
82,7708.68,0.7066,0.45561,1.02448,0.99935,1,0.995,0.64052,1.4509,0.58736,1.63004,0.0011981,0.0011981,0.0011981
83,7800.22,0.74104,0.46038,1.05625,1,0.97993,0.995,0.652,1.486,0.65407,1.6068,0.0011882,0.0011882,0.0011882
84,7891.8,0.76071,0.53604,1.10308,0.85451,0.98159,0.94786,0.55298,1.57711,0.74967,1.62203,0.0011783,0.0011783,0.0011783
85,7985.8,0.64668,0.48083,1.05129,0.81742,0.83333,0.92667,0.54446,1.6307,0.7797,1.62359,0.0011684,0.0011684,0.0011684
86,8077.25,0.74898,0.49167,1.05897,0.99022,1,0.995,0.70682,1.34327,0.61814,1.45851,0.0011585,0.0011585,0.0011585
87,8165.7,0.60796,0.39584,0.97908,0.9918,1,0.995,0.76446,1.07408,0.49331,1.28321,0.0011486,0.0011486,0.0011486
88,8253.36,0.70094,0.45122,1.07668,0.99172,1,0.995,0.75464,1.01884,0.50407,1.26255,0.0011387,0.0011387,0.0011387
89,8340.84,0.76841,0.5234,1.04155,0.99157,1,0.995,0.71423,1.17078,0.5192,1.37438,0.0011288,0.0011288,0.0011288
90,8431.58,0.69772,0.52054,1.04011,0.99107,1,0.995,0.63516,1.32453,0.48573,1.51253,0.0011189,0.0011189,0.0011189
91,8522.32,0.73913,0.47091,1.06436,0.99133,1,0.995,0.70411,1.17786,0.46567,1.3767,0.001109,0.001109,0.001109
92,8611.2,0.6337,0.43545,0.99889,0.99153,1,0.995,0.70729,1.0185,0.46032,1.3233,0.0010991,0.0010991,0.0010991
93,8701.86,0.73172,0.44598,1.03749,0.99161,1,0.995,0.72904,0.99585,0.47225,1.32324,0.0010892,0.0010892,0.0010892
94,8794.22,0.72438,0.45763,1.06809,0.99142,1,0.995,0.70035,1.19167,0.48262,1.43052,0.0010793,0.0010793,0.0010793
95,8883.38,0.63509,0.43043,0.96947,0.99124,1,0.995,0.74001,1.31229,0.50549,1.54012,0.0010694,0.0010694,0.0010694
96,8971.95,0.76996,0.49073,1.11808,0.99129,1,0.995,0.77612,1.22739,0.54999,1.47826,0.0010595,0.0010595,0.0010595
97,9064.02,0.66578,0.43026,1.01882,0.99134,1,0.995,0.6878,1.31207,0.59377,1.52933,0.0010496,0.0010496,0.0010496
98,9154.68,0.68211,0.43735,1.00372,0.98691,1,0.995,0.62689,1.50784,0.62045,1.73027,0.0010397,0.0010397,0.0010397
99,9245.96,0.73011,0.48618,1.10775,0.99125,1,0.995,0.62764,1.43844,0.55773,1.62803,0.0010298,0.0010298,0.0010298
100,9339.95,0.66899,0.44768,1.01305,0.99119,1,0.995,0.72204,1.19443,0.50408,1.37919,0.0010199,0.0010199,0.0010199
101,9430.76,0.67592,0.52033,1.04119,0.991,1,0.995,0.69079,1.08922,0.51906,1.37105,0.00101,0.00101,0.00101
102,9524.42,0.7997,0.4998,1.10307,0.99218,1,0.995,0.70243,1.09629,0.51947,1.40514,0.0010001,0.0010001,0.0010001
103,9623.47,0.84355,0.43089,1.04586,0.98328,1,0.995,0.70453,1.19284,0.59291,1.4199,0.0009902,0.0009902,0.0009902
104,9720.15,0.65603,0.42726,0.97285,1,0.98494,0.995,0.60887,1.66338,0.70196,1.74351,0.0009803,0.0009803,0.0009803
105,9820.67,0.86028,0.49273,1.12796,1,0.9823,0.995,0.57044,1.77508,0.67828,1.86627,0.0009704,0.0009704,0.0009704
106,9915.5,0.89999,0.51706,1.17463,1,0.99102,0.995,0.66098,1.49889,0.57737,1.65119,0.0009605,0.0009605,0.0009605
107,10005,0.75651,0.52554,1.08038,0.98714,1,0.995,0.76102,1.15106,0.51723,1.41576,0.0009506,0.0009506,0.0009506
108,10094.2,0.72899,0.47518,1.04818,0.9908,1,0.995,0.75569,1.05802,0.55049,1.34553,0.0009407,0.0009407,0.0009407
109,10182.4,0.76021,0.45056,1.05115,0.99089,1,0.995,0.71148,1.15474,0.55869,1.34365,0.0009308,0.0009308,0.0009308
110,10273.1,0.65838,0.45857,1.00514,0.93242,1,0.995,0.69822,1.33367,0.5938,1.43803,0.0009209,0.0009209,0.0009209
111,10372.2,0.60866,0.40875,0.98859,0.96809,1,0.995,0.72033,1.37053,0.61934,1.48965,0.000911,0.000911,0.000911
112,10462.3,0.78284,0.52562,1.15801,0.99051,1,0.995,0.68904,1.27627,0.57548,1.47974,0.0009011,0.0009011,0.0009011
113,10554.4,0.65347,0.37304,1.01715,0.99132,1,0.995,0.73041,1.19828,0.55615,1.5079,0.0008912,0.0008912,0.0008912
114,10645.3,0.75917,0.48209,1.02626,0.99051,1,0.995,0.66319,1.20933,0.53077,1.53435,0.0008813,0.0008813,0.0008813
115,10737.9,0.75513,0.48653,1.11653,0.99072,1,0.995,0.66729,1.16882,0.52134,1.49239,0.0008714,0.0008714,0.0008714
116,10831.3,0.64349,0.40224,1.00756,0.99084,1,0.995,0.64827,1.20147,0.49609,1.47059,0.0008615,0.0008615,0.0008615
117,10926.6,0.65362,0.47442,1.038,0.99145,1,0.995,0.69583,1.23773,0.4988,1.50079,0.0008516,0.0008516,0.0008516
118,11020.4,0.68039,0.4015,0.99485,0.99034,1,0.995,0.69963,1.2091,0.45495,1.50743,0.0008417,0.0008417,0.0008417
119,11114.6,0.70519,0.46191,1.03047,0.99107,1,0.995,0.69831,1.20265,0.4541,1.52025,0.0008318,0.0008318,0.0008318
120,11210.8,0.6879,0.43449,1.03062,0.9915,1,0.995,0.66044,1.24057,0.46495,1.5525,0.0008219,0.0008219,0.0008219
121,11305.5,0.64055,0.41278,1.00173,0.99149,1,0.995,0.69031,1.24785,0.47709,1.53995,0.000812,0.000812,0.000812
122,11396.2,0.54883,0.36862,0.96998,0.99166,1,0.995,0.69817,1.27571,0.48556,1.50115,0.0008021,0.0008021,0.0008021
123,11486.1,0.63376,0.40452,1.00199,0.99142,1,0.995,0.69564,1.29871,0.51195,1.50118,0.0007922,0.0007922,0.0007922
124,11575.6,0.6982,0.44355,0.99593,0.99132,1,0.995,0.73629,1.21631,0.48949,1.47906,0.0007823,0.0007823,0.0007823
125,11664.2,0.62521,0.41062,0.97395,0.99139,1,0.995,0.71632,1.13771,0.46376,1.4567,0.0007724,0.0007724,0.0007724
126,11753.2,0.56985,0.39084,1.02585,0.99107,1,0.995,0.72764,1.10907,0.44824,1.4735,0.0007625,0.0007625,0.0007625
127,11845.6,0.60332,0.40554,0.98105,0.99063,1,0.995,0.70824,1.13714,0.49615,1.51832,0.0007526,0.0007526,0.0007526
128,11937.1,0.66112,0.47294,1.02325,0.99085,1,0.995,0.7063,1.11297,0.45319,1.51448,0.0007427,0.0007427,0.0007427
129,12025.2,0.6522,0.38158,0.97648,0.99125,1,0.995,0.76281,1.07658,0.43989,1.46967,0.0007328,0.0007328,0.0007328
130,12108.9,0.6863,0.42225,1.0522,0.99119,1,0.995,0.73193,1.09948,0.43863,1.46755,0.0007229,0.0007229,0.0007229
131,12191.6,0.64162,0.36897,0.97873,0.99144,1,0.995,0.68656,1.17856,0.43806,1.50053,0.000713,0.000713,0.000713
132,12276.7,0.72721,0.39096,1.05946,0.99172,1,0.995,0.69032,1.21939,0.44358,1.52045,0.0007031,0.0007031,0.0007031
133,12363.9,0.59721,0.467,0.96888,0.9921,1,0.995,0.66997,1.16889,0.4557,1.53389,0.0006932,0.0006932,0.0006932
134,12447.7,0.63827,0.43782,0.98913,0.99233,1,0.995,0.69223,1.15203,0.48088,1.53203,0.0006833,0.0006833,0.0006833
135,12538.4,0.59457,0.43471,1.00659,0.99218,1,0.995,0.67748,1.17462,0.47569,1.48285,0.0006734,0.0006734,0.0006734
136,12626,0.56159,0.3917,0.9715,0.99199,1,0.995,0.69674,1.23002,0.49167,1.45523,0.0006635,0.0006635,0.0006635
137,12714.9,0.59981,0.401,0.95714,0.99191,1,0.995,0.66953,1.24342,0.49639,1.46074,0.0006536,0.0006536,0.0006536
138,12804.4,0.5363,0.35968,0.95428,0.99196,1,0.995,0.68688,1.2293,0.47434,1.44853,0.0006437,0.0006437,0.0006437
139,12890,0.60626,0.38676,1.00554,0.99237,1,0.995,0.69836,1.22175,0.48243,1.44052,0.0006338,0.0006338,0.0006338
140,12977.9,0.58025,0.34241,1.02186,0.99321,1,0.995,0.6959,1.2264,0.50116,1.45095,0.0006239,0.0006239,0.0006239
141,13066.5,0.53915,0.33374,0.92752,0.99318,1,0.995,0.72561,1.21199,0.50282,1.44052,0.000614,0.000614,0.000614
142,13157.5,0.56661,0.36068,0.97033,1,1,0.995,0.72591,1.17876,0.45499,1.3936,0.0006041,0.0006041,0.0006041
143,13246.6,0.5069,0.35814,0.92673,1,1,0.995,0.74344,1.17013,0.41647,1.38121,0.0005942,0.0005942,0.0005942
144,13339.4,0.49901,0.33427,0.91608,1,1,0.995,0.73141,1.18502,0.39779,1.39474,0.0005843,0.0005843,0.0005843
145,13428,0.58807,0.41711,0.96958,1,1,0.995,0.73141,1.17398,0.41632,1.40737,0.0005744,0.0005744,0.0005744
146,13520.7,0.49805,0.34709,0.94446,1,1,0.995,0.75529,1.14273,0.42971,1.41646,0.0005645,0.0005645,0.0005645
147,13617.6,0.55063,0.37539,0.9459,1,1,0.995,0.73182,1.14379,0.44439,1.44023,0.0005546,0.0005546,0.0005546
148,13711.2,0.49263,0.3508,0.95614,0.98951,1,0.995,0.70314,1.15528,0.46181,1.44015,0.0005447,0.0005447,0.0005447
149,13805.8,0.48526,0.3503,0.9144,0.98951,1,0.995,0.71898,1.18423,0.50159,1.407,0.0005348,0.0005348,0.0005348
150,13901.1,0.43637,0.3309,0.91018,0.98944,1,0.995,0.71823,1.17591,0.52479,1.37819,0.0005249,0.0005249,0.0005249
151,13993.5,0.51918,0.36037,0.93654,0.98941,1,0.995,0.71898,1.1429,0.50811,1.36114,0.000515,0.000515,0.000515
152,14083.8,0.5325,0.37177,0.94022,0.98679,1,0.995,0.75285,1.10037,0.50995,1.36176,0.0005051,0.0005051,0.0005051
153,14173.4,0.50293,0.3661,0.92436,0.99181,1,0.995,0.74062,1.06211,0.50089,1.34606,0.0004952,0.0004952,0.0004952
154,14263.5,0.43106,0.32089,0.90552,0.99201,1,0.995,0.73855,1.04342,0.51619,1.32587,0.0004853,0.0004853,0.0004853
155,14352.8,0.52814,0.34628,0.91376,0.99205,1,0.995,0.75435,1.05467,0.51745,1.32615,0.0004754,0.0004754,0.0004754
156,14441.2,0.43491,0.31337,0.90943,0.99204,1,0.995,0.75629,1.0967,0.49886,1.35786,0.0004655,0.0004655,0.0004655
157,14534.7,0.44829,0.29497,0.89978,0.98389,1,0.995,0.73572,1.14889,0.48542,1.41775,0.0004556,0.0004556,0.0004556
158,14622.2,0.4536,0.31594,0.92767,0.99169,1,0.995,0.69452,1.18827,0.53811,1.50517,0.0004457,0.0004457,0.0004457
159,14711.5,0.47474,0.2986,0.89274,0.99165,1,0.995,0.66673,1.2181,0.54669,1.57373,0.0004358,0.0004358,0.0004358
160,14797.1,0.47203,0.33389,0.90684,0.99156,1,0.995,0.66727,1.23802,0.55252,1.61314,0.0004259,0.0004259,0.0004259
161,14883.5,0.53649,0.38818,1.00509,0.99139,1,0.995,0.66673,1.2333,0.55484,1.62592,0.000416,0.000416,0.000416
162,14977.1,0.453,0.30649,0.90668,0.95816,1,0.995,0.7002,1.23485,0.55319,1.60802,0.0004061,0.0004061,0.0004061
163,15068.6,0.46081,0.34554,0.92064,0.96465,1,0.995,0.71014,1.22997,0.53706,1.57974,0.0003962,0.0003962,0.0003962
164,15157.7,0.50082,0.31844,0.95326,0.96893,1,0.995,0.72821,1.21539,0.53222,1.56557,0.0003863,0.0003863,0.0003863
165,15248.5,0.43938,0.29138,0.9224,0.96893,1,0.995,0.74484,1.20297,0.50568,1.56575,0.0003764,0.0003764,0.0003764
166,15343.2,0.45369,0.31299,0.92017,0.95995,1,0.995,0.74484,1.18273,0.52774,1.57971,0.0003665,0.0003665,0.0003665
167,15435.4,0.46611,0.32867,0.9218,0.99067,1,0.995,0.73079,1.19014,0.53336,1.59428,0.0003566,0.0003566,0.0003566
168,15526.8,0.40563,0.28632,0.9007,0.95583,1,0.995,0.75083,1.19045,0.52471,1.57138,0.0003467,0.0003467,0.0003467
169,15613.1,0.49367,0.32259,0.93673,0.99175,1,0.995,0.74295,1.18248,0.50194,1.53519,0.0003368,0.0003368,0.0003368
170,15704.3,0.45684,0.29466,0.89194,0.99156,1,0.995,0.7434,1.18155,0.49257,1.51991,0.0003269,0.0003269,0.0003269
171,15793.2,0.43785,0.29569,0.88241,0.99143,1,0.995,0.71698,1.20206,0.47283,1.52853,0.000317,0.000317,0.000317
172,15880.3,0.42166,0.30054,0.89895,0.99127,1,0.995,0.73594,1.20552,0.45936,1.52631,0.0003071,0.0003071,0.0003071
173,15968.8,0.47779,0.34736,0.92302,0.99123,1,0.995,0.72595,1.21992,0.45822,1.54844,0.0002972,0.0002972,0.0002972
174,16060.1,0.39508,0.26995,0.87527,0.99141,1,0.995,0.74912,1.23147,0.46628,1.56692,0.0002873,0.0002873,0.0002873
175,16149.3,0.43194,0.33192,0.91651,0.99157,1,0.995,0.75178,1.24461,0.47586,1.59005,0.0002774,0.0002774,0.0002774
176,16240.2,0.4571,0.31806,0.90617,1,1,0.995,0.74613,1.25104,0.46459,1.58725,0.0002675,0.0002675,0.0002675
177,16330.7,0.43955,0.27493,0.9018,1,1,0.995,0.74046,1.25935,0.44615,1.57312,0.0002576,0.0002576,0.0002576
178,16422,0.45574,0.33445,0.90839,0.99165,1,0.995,0.72111,1.27325,0.42364,1.56552,0.0002477,0.0002477,0.0002477
179,16510.9,0.45204,0.35278,0.92621,0.99131,1,0.995,0.72111,1.29744,0.44505,1.56883,0.0002378,0.0002378,0.0002378
180,16601.5,0.45891,0.28603,0.8909,0.99126,1,0.995,0.71094,1.31033,0.45588,1.57634,0.0002279,0.0002279,0.0002279
181,16691.9,0.40939,0.3107,0.89254,0.99159,1,0.995,0.68846,1.31628,0.45883,1.59856,0.000218,0.000218,0.000218
182,16781.3,0.42972,0.3095,0.89126,0.99161,1,0.995,0.67185,1.32513,0.4527,1.62724,0.0002081,0.0002081,0.0002081
183,16871.9,0.4631,0.34774,0.91918,0.99169,1,0.995,0.66168,1.33949,0.45609,1.65355,0.0001982,0.0001982,0.0001982
184,16956,0.46576,0.31279,0.91711,0.9915,1,0.995,0.67185,1.33642,0.45247,1.64098,0.0001883,0.0001883,0.0001883
185,17044.5,0.42674,0.30192,0.91566,0.99143,1,0.995,0.68668,1.32663,0.44524,1.60858,0.0001784,0.0001784,0.0001784
186,17130.4,0.37816,0.27568,0.87995,0.99106,1,0.995,0.70329,1.3051,0.43484,1.55666,0.0001685,0.0001685,0.0001685
187,17221.5,0.48865,0.32768,0.94773,1,1,0.995,0.69929,1.27859,0.43173,1.51235,0.0001586,0.0001586,0.0001586
188,17309.9,0.42748,0.29179,0.88742,1,1,0.995,0.68954,1.25732,0.4356,1.47877,0.0001487,0.0001487,0.0001487
189,17410.2,0.4348,0.31149,0.8914,0.99118,1,0.995,0.68442,1.24229,0.44079,1.46233,0.0001388,0.0001388,0.0001388
190,17505,0.43874,0.33284,0.92308,0.99134,1,0.995,0.68442,1.23621,0.44541,1.45862,0.0001289,0.0001289,0.0001289
191,17599,0.37401,0.24953,0.88906,0.99131,1,0.995,0.68442,1.23028,0.44939,1.46056,0.000119,0.000119,0.000119
192,17692.2,0.36871,0.23628,0.90603,0.99143,1,0.995,0.68057,1.23197,0.45228,1.48127,0.0001091,0.0001091,0.0001091
193,17781.8,0.29872,0.20976,0.84141,0.99136,1,0.995,0.66472,1.2405,0.45506,1.51842,9.92e-05,9.92e-05,9.92e-05
